,name,gene_reaction_rule,subunit_num,subunit_mw
THRPtex_reverse_num3,Phospho-L-threonine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
THRPtex_reverse_num4,Phospho-L-threonine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
TYRPtex_reverse_num1,Phopho-L-tyrosine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
TYRPtex_reverse_num2,Phopho-L-tyrosine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
TYRPtex_reverse_num3,Phopho-L-tyrosine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
TYRPtex_reverse_num4,Phopho-L-tyrosine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
CITtex_reverse_num1,Citrate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
CITtex_reverse_num2,Citrate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
CITtex_reverse_num3,Citrate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
CITtex_reverse_num4,Citrate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ACGAtex_reverse_num1,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ACGAtex_reverse_num2,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ACGAtex_reverse_num3,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ACGAtex_reverse_num4,N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
IDONt2rpp_reverse,"L-idonate transport via proton symport, reversible (periplasm)",b4265,1,46.04072780000005
G6Ptex_reverse_num1,Glucose 6-phosphate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
G6Ptex_reverse_num2,Glucose 6-phosphate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
G6Ptex_reverse_num3,Glucose 6-phosphate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
G6Ptex_reverse_num4,Glucose 6-phosphate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
MOBDtex_reverse_num1,Molybdate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
MOBDtex_reverse_num2,Molybdate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
MOBDtex_reverse_num3,Molybdate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
MOBDtex_reverse_num4,Molybdate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
NI2tex_reverse_num1,Nickel transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
NI2tex_reverse_num2,Nickel transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
NI2tex_reverse_num3,Nickel transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
NI2tex_reverse_num4,Nickel transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
L_LACt2rpp_reverse_num1,L-lactate reversible transport via proton symport (periplasm),b3603,1,59.167439600000165
L_LACt2rpp_reverse_num2,L-lactate reversible transport via proton symport (periplasm),b2975,1 ,58.91941700000013
NH4tpp_reverse,Ammonia reversible transport (periplasm),b0451,3,44.514172099999996
NO2t2rpp_reverse_num1,"Nitrite transport in via proton symport, reversible (periplasm)",b1223,1,49.692834900000115
NO2t2rpp_reverse_num2,"Nitrite transport in via proton symport, reversible (periplasm)",b3367,1 ,28.56218420000003
FRULYSDG_reverse,Fructoselysine phosphate deglycase,b3371,12,38.568781000000016
PROt2rpp_reverse_num1,L-proline reversible transport via proton symport (periplasm),b4111,2,54.84515890000003
PROt2rpp_reverse_num2,L-proline reversible transport via proton symport (periplasm),b0402,1 ,50.21513430000007
H2O2tex_reverse_num1,Hydrogen peroxide transport via diffusion (external),b1377,1,41.219343300000034
H2O2tex_reverse_num2,Hydrogen peroxide transport via diffusion (external),b0241,3,38.92151909999999
H2O2tex_reverse_num3,Hydrogen peroxide transport via diffusion (external),b0929,3,39.3327982
H2O2tex_reverse_num4,Hydrogen peroxide transport via diffusion (external),b2215,3 ,40.36758979999997
ALLPI_reverse,Allose 6-phosphate isomerase,b4090,2,16.073134199999995
ALLULPE_reverse,Allulose 6-phosphate epimerase,b4085,1,26.1089052
ADEtex_reverse_num1,Adenine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ADEtex_reverse_num2,Adenine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ADEtex_reverse_num3,Adenine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ADEtex_reverse_num4,Adenine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ADNtex_reverse,Adenosine transport via diffusion (extracellular to periplasm),b0411,1,33.58858699999999
AGMtex_reverse_num1,Agmatine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
AGMtex_reverse_num2,Agmatine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
AGMtex_reverse_num3,Agmatine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
AGMtex_reverse_num4,Agmatine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ALAtex_reverse_num1,L-alanine transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
ALAtex_reverse_num2,L-alanine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ALAtex_reverse_num3,L-alanine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ALAtex_reverse_num4,L-alanine transport via diffusion (extracellular to periplasm),b0929,3 ,39.3327982
BALAtex_reverse_num1,Beta-alanine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
BALAtex_reverse_num2,Beta-alanine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
BALAtex_reverse_num3,Beta-alanine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
BALAtex_reverse_num4,Beta-alanine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
DALAtex_reverse_num1,D-Alanine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
DALAtex_reverse_num2,D-Alanine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
DALAtex_reverse_num3,D-Alanine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
DALAtex_reverse_num4,D-Alanine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
AMPtex_reverse_num1,AMP transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
AMPtex_reverse_num2,AMP transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
AMPtex_reverse_num3,AMP transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
AMPtex_reverse_num4,AMP transport via diffusion (extracellular to periplasm),b1377,1 ,41.219343300000034
ARBtex_reverse_num1,L-arabinose transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ARBtex_reverse_num2,L-arabinose transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ARBtex_reverse_num3,L-arabinose transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ARBtex_reverse_num4,L-arabinose transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ARGtex_reverse_num1,L-arginine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ARGtex_reverse_num2,L-arginine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ARGtex_reverse_num3,L-arginine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ARGtex_reverse_num4,L-arginine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ASCBtex_reverse_num1,L-ascorbate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ASCBtex_reverse_num2,L-ascorbate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ASCBtex_reverse_num3,L-ascorbate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ASCBtex_reverse_num4,L-ascorbate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
MMETtex_reverse_num1,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
MMETtex_reverse_num2,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
MMETtex_reverse_num3,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
MMETtex_reverse_num4,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
FE3tex_reverse_num1,Iron (III) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
FE3tex_reverse_num2,Iron (III) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
FE3tex_reverse_num3,Iron (III) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
FE3tex_reverse_num4,Iron (III) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
MG2tex_reverse_num1,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
MG2tex_reverse_num2,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
MG2tex_reverse_num3,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
MG2tex_reverse_num4,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
Zn2tex_reverse_num1,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
Zn2tex_reverse_num2,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
Zn2tex_reverse_num3,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
Zn2tex_reverse_num4,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
CD2tex_reverse_num1,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
CD2tex_reverse_num2,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
CD2tex_reverse_num3,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
CD2tex_reverse_num4,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
GLUABUTt7pp_reverse,4-aminobutyrate/glutamate antiport (periplasm),b1492,1,55.075997900000004
GLUt2rpp_reverse,"L-glutamate transport via proton symport, reversible (periplasm)",b4077,1,47.15859530000004
GLYALDtpp_reverse,Glyceraldehyde facilitated diffusion (periplasm),b3927,4,29.779630900000004
DHPTPE_reverse,Dihydroneopterin triphosphate 2'-epimerase,b2303,8,14.08185819999999
ASO3tex_reverse_num1,Arsenite transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ASO3tex_reverse_num2,Arsenite transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ASO3tex_reverse_num3,Arsenite transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ASO3tex_reverse_num4,Arsenite transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
MANGLYCtex_reverse_num1,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
MANGLYCtex_reverse_num2,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
MANGLYCtex_reverse_num3,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
MANGLYCtex_reverse_num4,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
FRUURt2rpp_reverse,"D-fructuronate transport via proton symport, reversible (periplasm)",b4321,1,47.13738670000007
FRUURtex_reverse_num1,D-fructuronate transport via diffusion (extracellular),b1377,1,41.219343300000034
FRUURtex_reverse_num2,D-fructuronate transport via diffusion (extracellular),b0241,3,38.92151909999999
FRUURtex_reverse_num3,D-fructuronate transport via diffusion (extracellular),b0929,3,39.3327982
FRUURtex_reverse_num4,D-fructuronate transport via diffusion (extracellular),b2215,3 ,40.36758979999997
GLYCAt2rpp_reverse_num1,"D-glycerate transport via proton symport, reversible (periplasm)",b3127,1,49.0086523
GLYCAt2rpp_reverse_num2,"D-glycerate transport via proton symport, reversible (periplasm)",b2789,1 ,49.14149909999998
GLYCAtex_reverse_num1,D-glycerate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
GLYCAtex_reverse_num2,D-glycerate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
GLYCAtex_reverse_num3,D-glycerate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
GLYCAtex_reverse_num4,D-glycerate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
FALDH2_reverse,Formaldehyde dehydrogenase,b0356,2,39.358554400000074
GLYCtpp_reverse,Glycerol transport via channel (periplasm),b3927,4,29.779630900000004
H2Otpp_reverse,H2O transport via diffusion (periplasm),b0875,4,23.702487900000012
HCINNMt2rpp_reverse,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",b0353,1,41.55029410000004
HISt2rpp_reverse,L-histidine reversible transport via proton symport (periplasm),b0112,1,49.689540700000045
CBIAT_reverse,Cobinamide adenyltransferase,b1270,1,21.99862850000001
COBALT2tex_reverse_num1,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
COBALT2tex_reverse_num2,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
COBALT2tex_reverse_num3,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
COBALT2tex_reverse_num4,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
DIMPtex_reverse_num1,DIMP transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
DIMPtex_reverse_num2,DIMP transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
DIMPtex_reverse_num3,DIMP transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
DIMPtex_reverse_num4,DIMP transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
GALURt2rpp_reverse,"D-galacturonate transport via proton symport, reversible (periplasm)",b3093,1,46.891771400000046
GLCNt2rpp_reverse_num1,"D-gluconate transport via proton symport, reversible (periplasm)",b3415,1,45.96608530000004
GLCNt2rpp_reverse_num2,"D-gluconate transport via proton symport, reversible (periplasm)",b4321,1,47.13738670000007
GLCNt2rpp_reverse_num3,"D-gluconate transport via proton symport, reversible (periplasm)",b4476,1,46.41541200000004
GLCNt2rpp_reverse_num4,"D-gluconate transport via proton symport, reversible (periplasm)",b4265,1 ,46.04072780000005
GLCRt2rpp_reverse_num1,"D-glucarate transport via proton symport, reversible (periplasm)",b3127,1,49.0086523
GLCRt2rpp_reverse_num2,"D-glucarate transport via proton symport, reversible (periplasm)",b2789,1 ,49.14149909999998
GLCURt2rpp_reverse_num1,"D-glucuronate transport via proton symport, reversible (periplasm)",b3909,1,33.66887360000001
GLCURt2rpp_reverse_num2,"D-glucuronate transport via proton symport, reversible (periplasm)",b3093,1 ,46.891771400000046
XTSNtex_reverse_num1,Xanthosine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
XTSNtex_reverse_num2,Xanthosine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
XTSNtex_reverse_num3,Xanthosine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
XTSNtex_reverse_num4,Xanthosine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
GLUDy_reverse_num1,Glutamate dehydrogenase (NADP),b1761,6,48.58083100000006
GLUDy_reverse_num2,Glutamate dehydrogenase (NADP),( b3213 and b3212 ),( 4 and 4 ) ,52.01471040000009 and 163.2950570000001
UREAtpp_reverse,Urea transport via facilitate diffusion (periplasm),b3927,4,29.779630900000004
PPPNt2rpp_reverse,"3-phenylpropionate transport via proton symport, reversible (periplasm)",b2536,1,41.59222650000004
PTRCORNt7pp_reverse,Putrescine/ornithine antiporter (periplasm),b0692,1,46.49434520000005
HG2tex_reverse_num1,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
HG2tex_reverse_num2,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
HG2tex_reverse_num3,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
HG2tex_reverse_num4,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
DADNtex_reverse,Deoxyadenosine transport via diffusion (extracellular to periplasm),b0411,1,33.58858699999999
DHAtex_reverse_num1,Dihydroxyacetone transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
DHAtex_reverse_num2,Dihydroxyacetone transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
DHAtex_reverse_num3,Dihydroxyacetone transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
DHAtex_reverse_num4,Dihydroxyacetone transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ETOHtex_reverse_num1,Ethanol transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ETOHtex_reverse_num2,Ethanol transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ETOHtex_reverse_num3,Ethanol transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ETOHtex_reverse_num4,Ethanol transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
HACD3_reverse_num1,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),b3846,2,79.59295340000031
HACD3_reverse_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),b2341,1 ,77.0712984000004
ACACtex_reverse_num1,Acetoacetate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ACACtex_reverse_num2,Acetoacetate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ACACtex_reverse_num3,Acetoacetate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ACACtex_reverse_num4,Acetoacetate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ACNAMtex_reverse_num1,N-acetylneuraminate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ACNAMtex_reverse_num2,N-acetylneuraminate transport via diffusion (extracellular to periplasm),b4311,1,27.88767460000001
ACNAMtex_reverse_num3,N-acetylneuraminate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
H2Stex_reverse_num1,H2s transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
H2Stex_reverse_num2,H2s transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
H2Stex_reverse_num3,H2s transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
H2Stex_reverse_num4,H2s transport via diffusion (extracellular to periplasm),b0929,3 ,39.3327982
E4PD_reverse_num1,Erythrose 4-phosphate dehydrogenase,b2927,4,37.298934000000074
E4PD_reverse_num2,Erythrose 4-phosphate dehydrogenase,b1779,4 ,35.53206830000002
DADK_reverse,Deoxyadenylate kinase,b0474,1,23.585735300000007
4PEPTtex_reverse_num1,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
4PEPTtex_reverse_num2,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
4PEPTtex_reverse_num3,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
4PEPTtex_reverse_num4,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
CRNCAR_reverse,Carnitine-CoA racemase,b0036,1,28.189895400000005
GLYCLTt2rpp_reverse_num1,"Glycolate transport via proton symport, reversible (periplasm)",b3603,1,59.167439600000165
GLYCLTt2rpp_reverse_num2,"Glycolate transport via proton symport, reversible (periplasm)",b2975,1 ,58.91941700000013
HPPPNt2rpp_reverse,"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)",b0353,1,41.55029410000004
DHFR_reverse_num1,Dihydrofolate reductase,b1606,1,26.347997200000016
DHFR_reverse_num2,Dihydrofolate reductase,b0048,1 ,17.999166999999993
TYRTA_reverse_num1,Tyrosine transaminase,b0928,2,43.57283760000009
TYRTA_reverse_num2,Tyrosine transaminase,b4054,2,43.53729480000009
TYRTA_reverse_num3,Tyrosine transaminase,b3770,6 ,34.09324390000002
PUNP4_reverse_num1,Purine-nucleoside phosphorylase (Deoxyguanosine),b2407,6,29.834296999999996
PUNP4_reverse_num2,Purine-nucleoside phosphorylase (Deoxyguanosine),b4384,6 ,25.94964089999999
AMAOTr_reverse,Adenosylmethionine-8-amino-7-oxononanoate transaminase,b0774,2,47.33511480000008
ARGORNt7pp_reverse,Arginine/ornithine antiporter (periplasm),b1605,1,49.50088480000003
CU2tex_reverse_num1,Copper (Cu+2) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
CU2tex_reverse_num2,Copper (Cu+2) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
CU2tex_reverse_num3,Copper (Cu+2) transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
CU2tex_reverse_num4,Copper (Cu+2) transport via diffusion (extracellular to periplasm),b0929,3 ,39.3327982
GLCATr_reverse,D-glucose O-acetyltransferase,b0459,3,20.095759199999986
ALAALAr_reverse_num1,D-alanine-D-alanine ligase (reversible),b0381,1,39.315329500000026
ALAALAr_reverse_num2,D-alanine-D-alanine ligase (reversible),b0092,2 ,32.839329000000056
CLtex_reverse_num1,Chloride (Cl-1) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
CLtex_reverse_num2,Chloride (Cl-1) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
CLtex_reverse_num3,Chloride (Cl-1) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
CLtex_reverse_num4,Chloride (Cl-1) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ACACT1r_reverse_num1,Acetyl-CoA C-acetyltransferase,b2342,1,46.5299712000001
ACACT1r_reverse_num2,Acetyl-CoA C-acetyltransferase,b2224,4,40.35203000000001
ACACT1r_reverse_num3,Acetyl-CoA C-acetyltransferase,b3845,2 ,40.875802900000004
SUCOAS_reverse,Succinyl-CoA synthetase (ADP-forming),b0729 and b0728,2 and 2 ,29.77713499999998 and 41.39215420000001
GALKr_reverse,Galactokinase,b0757,1,41.44164150000007
YUMPS_reverse,YUMP synthetase,b2165,3,32.9094922
ADSL1r_reverse,Adenylsuccinate lyase,b1131,4,51.54215810000002
AICART_reverse,Phosphoribosylaminoimidazolecarboxamide formyltransferase,b4006,1,57.32855670000012
PROtex_reverse_num1,L-proline transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
PROtex_reverse_num2,L-proline transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
PROtex_reverse_num3,L-proline transport via diffusion (extracellular to periplasm),b2215,3,40.36758979999997
PROtex_reverse_num4,L-proline transport via diffusion (extracellular to periplasm),b0929,3 ,39.3327982
SBTtex_reverse_num1,D-sorbitol transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
SBTtex_reverse_num2,D-sorbitol transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
SBTtex_reverse_num3,D-sorbitol transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
SBTtex_reverse_num4,D-sorbitol transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
PGM_reverse_num1,Phosphoglycerate mutase,b0755,2,28.556028300000033
PGM_reverse_num2,Phosphoglycerate mutase,b3612,1 ,56.193241600000086
TPI_reverse,Triose-phosphate isomerase,b3919,2,26.971502499999982
RPI_reverse_num1,Ribose-5-phosphate isomerase,b2914,2,22.86012789999999
RPI_reverse_num2,Ribose-5-phosphate isomerase,b4090,2 ,16.073134199999995
PERD_reverse,Erythronate 4-phosphate (4per) dehydrogenase,b2320,2,41.36713700000006
AKGtex_reverse_num1,Alpha-ketoglutarate transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
AKGtex_reverse_num2,Alpha-ketoglutarate transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
AKGtex_reverse_num3,Alpha-ketoglutarate transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
AKGtex_reverse_num4,Alpha-ketoglutarate transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ALLTNtex_reverse_num1,Allantoin transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ALLTNtex_reverse_num2,Allantoin transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ALLTNtex_reverse_num3,Allantoin transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ALLTNtex_reverse_num4,Allantoin transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ASNtex_reverse_num1,L-asparagine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ASNtex_reverse_num2,L-asparagine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
ASNtex_reverse_num3,L-asparagine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
ASNtex_reverse_num4,L-asparagine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ATHRDHr_reverse,L-allo-threonine dehydrogenase,b1539,4,27.24861870000001
LSERDHr_reverse,L-serine dehydrogenase,b1539,4,27.24861870000001
DSERDHr_reverse,D-serine dehydrogenase,b1539,4,27.24861870000001
TYMtex_reverse_num1,Tyramine transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
TYMtex_reverse_num2,Tyramine transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
TYMtex_reverse_num3,Tyramine transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
TYMtex_reverse_num4,Tyramine transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
CMPtex_reverse_num1,CMP transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
CMPtex_reverse_num2,CMP transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
CMPtex_reverse_num3,CMP transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
CMPtex_reverse_num4,CMP transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
DUMPtex_reverse_num1,DUMP transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
DUMPtex_reverse_num2,DUMP transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
DUMPtex_reverse_num3,DUMP transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
DUMPtex_reverse_num4,DUMP transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
XMPtex_reverse_num1,XMP transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
XMPtex_reverse_num2,XMP transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
XMPtex_reverse_num3,XMP transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
XMPtex_reverse_num4,XMP transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
3PEPTtex_reverse_num1,LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
3PEPTtex_reverse_num2,LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
3PEPTtex_reverse_num3,LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm),b0929,3,39.3327982
3PEPTtex_reverse_num4,LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm),b2215,3 ,40.36758979999997
ANHGMtex_reverse_num1,GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm),b1377,1,41.219343300000034
ANHGMtex_reverse_num2,GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm),b0241,3,38.92151909999999
