gene,GO,GO_fun,namespcae
b3990,GO:0005506,iron ion binding,molecular_function
b3990,GO:0005515,protein binding,molecular_function
b3990,GO:0016829,lyase activity,molecular_function
b3990,GO:0036355,2-iminoacetate synthase activity,molecular_function
b3990,GO:0051536,iron-sulfur cluster binding,molecular_function
b3990,GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function
b4312,GO:0003677,"DNA binding,",molecular_function
b4313,GO:0003677,"DNA binding,",molecular_function
b1907,GO:0015173,"aromatic amino acid transmembrane transporter activity,",molecular_function
b0981,GO:0004713,protein tyrosine kinase activity,molecular_function
b0981,GO:0005524,ATP binding,molecular_function
b0981,GO:0042802,identical protein binding,molecular_function
b1637,GO:0003723,RNA binding,molecular_function
b1637,GO:0004831,tyrosine-tRNA ligase activity,molecular_function
b1637,GO:0005524,ATP binding,molecular_function
b1428,GO:0016746,"transferase activity, transferring acyl groups,",molecular_function
b1724,GO:0004521,"endoribonuclease activity,",molecular_function
b1836,GO:0005515,"protein binding,",molecular_function
b2181,GO:0005515,"protein binding,",molecular_function
b2254,GO:0016780,"phosphotransferase activity, for other substituted phosphate groups",molecular_function
b2254,GO:0103019,undecaprenyl phosphate-L-Ara4FN transferase activity,molecular_function
b2256,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,",molecular_function
b4544,GO:0022891,"substrate-specific transmembrane transporter activity,",molecular_function
b2258,GO:0022891,"substrate-specific transmembrane transporter activity,",molecular_function
b3057,GO:0050380,"undecaprenyl-diphosphatase activity,",molecular_function
b0841,GO:0050380,"undecaprenyl-diphosphatase activity,",molecular_function
b0174,GO:0000287,magnesium ion binding,molecular_function
b0174,GO:0002094,polyprenyltransferase activity,molecular_function
b0174,GO:0008834,"di-trans,poly-cis-decaprenylcistransferase activity",molecular_function
b3495,GO:0042802,"identical protein binding,",molecular_function
b0607,GO:0004017,adenylate kinase activity,molecular_function
b0607,GO:0005515,protein binding,molecular_function
b1895,GO:0032947,"protein complex scaffold,",molecular_function
b2497,GO:0015210,uracil transmembrane transporter activity,molecular_function
b2497,GO:0015505,uracil:cation symporter activity,molecular_function
b2498,GO:0000287,magnesium ion binding,molecular_function
b2498,GO:0004845,uracil phosphoribosyltransferase activity,molecular_function
b2498,GO:0004849,uridine kinase activity,molecular_function
b2498,GO:0005525,GTP binding,molecular_function
b2498,GO:0042802,identical protein binding,molecular_function
b2580,GO:0004844,uracil DNA N-glycosylase activity,molecular_function
b2580,GO:0005515,protein binding,molecular_function
b1011,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,",molecular_function
b0517,GO:0009040,"ureidoglycolate dehydrogenase activity,",molecular_function
b0505,GO:0004848,ureidoglycolate hydrolase activity,molecular_function
b0505,GO:0050385,ureidoglycolate lyase activity,molecular_function
b2888,GO:0015143,urate transmembrane transporter activity,molecular_function
b2888,GO:0015293,symporter activity,molecular_function
b2888,GO:0042907,xanthine transmembrane transporter activity,molecular_function
b2253,GO:0008483,transaminase activity,molecular_function
b2253,GO:0030170,pyridoxal phosphate binding,molecular_function
b2253,GO:0099621,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity,molecular_function
b3831,GO:0004850,uridine phosphorylase activity,molecular_function
b3831,GO:0042802,identical protein binding,molecular_function
b2066,GO:0004849,uridine kinase activity,molecular_function
b2066,GO:0005524,ATP binding,molecular_function
b2066,GO:0043771,cytidine kinase activity,molecular_function
b0171,GO:0005524,ATP binding,molecular_function
b0171,GO:0033862,UMP kinase activity,molecular_function
b0171,GO:0042802,identical protein binding,molecular_function
b0167,GO:0005515,protein binding,molecular_function
b0167,GO:0008081,phosphoric diester hydrolase activity,molecular_function
b0167,GO:0008773,[protein-PII] uridylyltransferase activity,molecular_function
b0167,GO:0016597,amino acid binding,molecular_function
b3092,GO:0008880,"glucuronate isomerase activity,",molecular_function
b3804,GO:0004852,"uroporphyrinogen-III synthase activity,",molecular_function
b3997,GO:0004853,"uroporphyrinogen decarboxylase activity,",molecular_function
b3572,GO:0008483,transaminase activity,molecular_function
b3572,GO:0009042,valine-pyruvate transaminase activity,molecular_function
b3572,GO:0030170,pyridoxal phosphate binding,molecular_function
b4258,GO:0000287,magnesium ion binding,molecular_function
b4258,GO:0002161,aminoacyl-tRNA editing activity,molecular_function
b4258,GO:0004832,valine-tRNA ligase activity,molecular_function
b4258,GO:0005524,ATP binding,molecular_function
b1709,GO:0005515,protein binding,molecular_function
b1709,GO:0005524,ATP binding,molecular_function
b1709,GO:0015420,cobalamin-transporting ATPase activity,molecular_function
b0158,GO:0031419,"cobalamin binding,",molecular_function
b1711,GO:0005515,protein binding,molecular_function
b1711,GO:0015235,cobalamin transporter activity,molecular_function
b1711,GO:0015420,cobalamin-transporting ATPase activity,molecular_function
b3966,GO:0004872,receptor activity,molecular_function
b3966,GO:0015235,cobalamin transporter activity,molecular_function
b3966,GO:0015288,porin activity,molecular_function
b3966,GO:0046872,metal ion binding,molecular_function
b1250,GO:0042802,"identical protein binding,",molecular_function
b0968,GO:0003998,"acylphosphatase activity,",molecular_function
b0581,GO:0004357,glutamate-cysteine ligase activity,molecular_function
b0581,GO:0005524,ATP binding,molecular_function
b0581,GO:0016879,"ligase activity, forming carbon-nitrogen bonds",molecular_function
b2867,GO:0004854,xanthine dehydrogenase activity,molecular_function
b2867,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",molecular_function
b2867,GO:0071949,FAD binding,molecular_function
b2868,GO:0009055,electron carrier activity,molecular_function
b2868,GO:0016491,oxidoreductase activity,molecular_function
b2868,GO:0046872,metal ion binding,molecular_function
b2868,GO:0051537,"2 iron, 2 sulfur cluster binding",molecular_function
b2866,GO:0004854,xanthine dehydrogenase activity,molecular_function
b2866,GO:0004855,xanthine oxidase activity,molecular_function
b2866,GO:0016491,oxidoreductase activity,molecular_function
b2866,GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",molecular_function
b2866,GO:0043546,molybdopterin cofactor binding,molecular_function
b2866,GO:0046872,metal ion binding,molecular_function
b2866,GO:0050660,flavin adenine dinucleotide binding,molecular_function
b3654,GO:0042907,"xanthine transmembrane transporter activity,",molecular_function
b2882,GO:0042907,"xanthine transmembrane transporter activity,",molecular_function
b0238,GO:0000287,magnesium ion binding,molecular_function
b0238,GO:0000310,xanthine phosphoribosyltransferase activity,molecular_function
b0238,GO:0004422,hypoxanthine phosphoribosyltransferase activity,molecular_function
b2406,GO:0005337,nucleoside transmembrane transporter activity,molecular_function
b2406,GO:0015553,xanthosine transmembrane transporter activity,molecular_function
b3569,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b3569,GO:0043565,sequence-specific DNA binding,molecular_function
b3564,GO:0004856,xylulokinase activity,molecular_function
b3564,GO:0005524,ATP binding,molecular_function
b1858,GO:0005524,ATP binding,molecular_function
b1858,GO:0015633,zinc transporting ATPase activity,molecular_function
b1858,GO:0016887,ATPase activity,molecular_function
b1857,GO:0046872,"metal ion binding,",molecular_function
b1859,GO:0042626,"ATPase activity, coupled to transmembrane movement of substances,",molecular_function
b1973,GO:0008270,zinc ion binding,molecular_function
b1973,GO:0046870,cadmium ion binding,molecular_function
b0752,GO:0005385,"zinc ion transmembrane transporter activity,",molecular_function
b3040,GO:0005384,manganese ion transmembrane transporter activity,molecular_function
b3040,GO:0005385,zinc ion transmembrane transporter activity,molecular_function
b3040,GO:0015086,cadmium ion transmembrane transporter activity,molecular_function
b3040,GO:0015087,cobalt ion transmembrane transporter activity,molecular_function
b3040,GO:0015088,copper uptake transmembrane transporter activity,molecular_function
b3040,GO:0015093,ferrous iron transmembrane transporter activity,molecular_function
b3469,GO:0005524,ATP binding,molecular_function
b3469,GO:0008551,cadmium-exporting ATPase activity,molecular_function
b3469,GO:0015087,cobalt ion transmembrane transporter activity,molecular_function
b3469,GO:0015094,lead ion transmembrane transporter activity,molecular_function
b3469,GO:0015099,nickel cation transmembrane transporter activity,molecular_function
b3469,GO:0016463,zinc-exporting ATPase activity,molecular_function
b3469,GO:0016887,ATPase activity,molecular_function
b3469,GO:0046872,metal ion binding,molecular_function
b3292,GO:0003677,DNA binding,molecular_function
b3292,GO:0003700,"transcription factor activity, sequence-specific DNA binding",molecular_function
b3292,GO:0008270,zinc ion binding,molecular_function
b0180,GO:0005737,"cytoplasm,",cellular_component
b2784,GO:0005618,cell wall,cellular_component
b2784,GO:0005886,plasma membrane,cellular_component
b1394,GO:0005829,"cytosol,",cellular_component
b3432,GO:0005829,"cytosol,",cellular_component
b3930,GO:0005886,plasma membrane,cellular_component
b3930,GO:0005887,integral component of plasma membrane,cellular_component
b3930,GO:0016020,membrane,cellular_component
b0867,GO:0009279,cell outer membrane,cellular_component
b0867,GO:0019867,outer membrane,cellular_component
b0110,GO:0005737,"cytoplasm,",cellular_component
b3018,GO:0005886,"plasma membrane,",cellular_component
b0420,GO:0005829,"cytosol,",cellular_component
b2515,GO:0005829,"cytosol,",cellular_component
b3288,GO:0005829,"cytosol,",cellular_component
b3146,GO:0005737,"cytoplasm,",cellular_component
b4371,GO:0005737,cytoplasm,cellular_component
b4371,GO:0005829,cytosol,cellular_component
b3497,GO:0005737,"cytoplasm,",cellular_component
b2946,GO:0005737,"cytoplasm,",cellular_component
b0082,GO:0005737,cytoplasm,cellular_component
b0082,GO:0005829,cytosol,cellular_component
b1835,GO:0005737,"cytoplasm,",cellular_component
b3289,GO:0005829,"cytosol,",cellular_component
b0051,GO:0005829,"cytosol,",cellular_component
b3740,GO:0005829,"cytosol,",cellular_component
b2183,GO:0005829,"cytosol,",cellular_component
b4213,GO:0030288,outer membrane-bounded periplasmic space,cellular_component
b4213,GO:0042597,periplasmic space,cellular_component
b0166,GO:0005829,"cytosol,",cellular_component
b2871,GO:0005737,"cytoplasm,",cellular_component
b0596,GO:0005829,"cytosol,",cellular_component
b0594,GO:0005829,cytosol,cellular_component
b0594,GO:0016020,membrane,cellular_component
b3578,GO:0005886,plasma membrane,cellular_component
b3578,GO:0016021,integral component of membrane,cellular_component
b3577,GO:0005886,plasma membrane,cellular_component
b3577,GO:0016021,integral component of membrane,cellular_component
b3575,GO:0005737,"cytoplasm,",cellular_component
b3579,GO:0030288,"outer membrane-bounded periplasmic space,",cellular_component
b3081,GO:0005622,"intracellular,",cellular_component
b3012,GO:0005829,"cytosol,",cellular_component
b0207,GO:0005737,"cytoplasm,",cellular_component
b0419,GO:0005829,"cytosol,",cellular_component
b3526,GO:0005829,"cytosol,",cellular_component
b0425,GO:0005829,"cytosol,",cellular_component
b1727,GO:0005829,"cytosol,",cellular_component
b4381,GO:0005829,cytosol,cellular_component
b4381,GO:0016020,membrane,cellular_component
b0349,GO:0005737,"cytoplasm,",cellular_component
b0074,GO:0005829,"cytosol,",cellular_component
b0268,GO:0005737,"cytoplasm,",cellular_component
b3909,GO:0005886,plasma membrane,cellular_component
b3909,GO:0016021,integral component of membrane,cellular_component
b2245,GO:0005737,"cytoplasm,",cellular_component
b0350,GO:0005737,"cytoplasm,",cellular_component
b0333,GO:0005737,"cytoplasm,",cellular_component
b0331,GO:0005737,"cytoplasm,",cellular_component
b0726,GO:0005829,cytosol,cellular_component
b0726,GO:0045252,oxoglutarate dehydrogenase complex,cellular_component
b2263,GO:0005829,"cytosol,",cellular_component
b2806,GO:0005737,"cytoplasm,",cellular_component
b3179,GO:0005829,"cytosol,",cellular_component
b1822,GO:0005737,"cytoplasm,",cellular_component
b3084,GO:0005737,"cytoplasm,",cellular_component
b0948,GO:0005737,"cytoplasm,",cellular_component
b0636,GO:0005737,"cytoplasm,",cellular_component
b0967,GO:0005737,cytoplasm,cellular_component
b0967,GO:0005829,cytosol,cellular_component
b0807,GO:0005737,"cytoplasm,",cellular_component
b3499,GO:0005829,"cytosol,",cellular_component
b4180,GO:0005829,"cytosol,",cellular_component
b2594,GO:0005829,"cytosol,",cellular_component
b1135,GO:0005829,"cytosol,",cellular_component
b4022,GO:0005829,"cytosol,",cellular_component
b1269,GO:0005829,"cytosol,",cellular_component
b1086,GO:0005829,"cytosol,",cellular_component
b4214,GO:0005737,cytoplasm,cellular_component
b4214,GO:0005886,plasma membrane,cellular_component
b3041,GO:0005829,cytosol,cellular_component
b3041,GO:0005886,plasma membrane,cellular_component
b1693,GO:0005829,"cytosol,",cellular_component
b3389,GO:0005737,"cytoplasm,",cellular_component
b0754,GO:0005829,"cytosol,",cellular_component
b1704,GO:0005737,"cytoplasm,",cellular_component
b3198,GO:0005829,"cytosol,",cellular_component
b1215,GO:0005829,"cytosol,",cellular_component
b3633,GO:0005886,plasma membrane,cellular_component
b3633,GO:0016020,membrane,cellular_component
b3633,GO:0016021,integral component of membrane,cellular_component
b0918,GO:0005829,"cytosol,",cellular_component
b0353,GO:0005886,plasma membrane,cellular_component
b0353,GO:0005887,integral component of plasma membrane,cellular_component
b0353,GO:0016021,integral component of membrane,cellular_component
b0072,GO:0005829,"cytosol,",cellular_component
b0071,GO:0005829,cytosol,cellular_component
b0071,GO:0009316,3-isopropylmalate dehydratase complex,cellular_component
b0073,GO:0005829,"cytosol,",cellular_component
b3845,GO:0005737,"cytoplasm,",cellular_component
b2521,GO:0005829,"cytosol,",cellular_component
b0134,GO:0005829,cytosol,cellular_component
b0134,GO:0016020,membrane,cellular_component
b2068,GO:0005737,"cytoplasm,",cellular_component
b3843,GO:0005829,cytosol,cellular_component
b3843,GO:0005886,plasma membrane,cellular_component
b1093,GO:0005829,"cytosol,",cellular_component
b2323,GO:0005829,"cytosol,",cellular_component
b1095,GO:0005829,"cytosol,",cellular_component
b1091,GO:0005829,"cytosol,",cellular_component
b4388,GO:0005737,"cytoplasm,",cellular_component
b0907,GO:0005829,"cytosol,",cellular_component
b0911,GO:0005737,cytoplasm,cellular_component
b0911,GO:0016020,membrane,cellular_component
b0911,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3321,GO:0005829,cytosol,cellular_component
b3321,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3297,GO:0005829,cytosol,cellular_component
b3297,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3342,GO:0005829,cytosol,cellular_component
b3342,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3298,GO:0005829,cytosol,cellular_component
b3298,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3307,GO:0022627,"cytosolic small ribosomal subunit,",cellular_component
b3165,GO:0005829,cytosol,cellular_component
b3165,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b2609,GO:0022627,"cytosolic small ribosomal subunit,",cellular_component
b3311,GO:0022627,"cytosolic small ribosomal subunit,",cellular_component
b4202,GO:0005829,cytosol,cellular_component
b4202,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3316,GO:0005829,cytosol,cellular_component
b3316,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b0169,GO:0022627,"cytosolic small ribosomal subunit,",cellular_component
b0023,GO:0005829,cytosol,cellular_component
b0023,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3065,GO:0005829,cytosol,cellular_component
b3065,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3314,GO:0005829,cytosol,cellular_component
b3314,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3296,GO:0005829,cytosol,cellular_component
b3296,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3303,GO:0005829,cytosol,cellular_component
b3303,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b4200,GO:0005829,cytosol,cellular_component
b4200,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3341,GO:0005829,cytosol,cellular_component
b3341,GO:0016020,membrane,cellular_component
b3341,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3306,GO:0005829,cytosol,cellular_component
b3306,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3230,GO:0005829,cytosol,cellular_component
b3230,GO:0022627,cytosolic small ribosomal subunit,cellular_component
b3167,GO:0005829,"cytosol,",cellular_component
b3475,GO:0005829,"cytosol,",cellular_component
b3039,GO:0005737,cytoplasm,cellular_component
b3039,GO:0005886,plasma membrane,cellular_component
b3416,GO:0005829,"cytosol,",cellular_component
b2257,GO:0005886,plasma membrane,cellular_component
b2257,GO:0016021,integral component of membrane,cellular_component
b2662,GO:0005829,"cytosol,",cellular_component
b2747,GO:0005829,"cytosol,",cellular_component
b0029,GO:0005829,"cytosol,",cellular_component
b0052,GO:0005737,"cytoplasm,",cellular_component
b1461,GO:0005737,"cytoplasm,",cellular_component
b3820,GO:0005829,"cytosol,",cellular_component
b3863,GO:0005737,cytoplasm,cellular_component
b3863,GO:0005829,cytosol,cellular_component
b0159,GO:0005829,"cytosol,",cellular_component
b2291,GO:0005737,"cytoplasm,",cellular_component
b3941,GO:0005829,"cytosol,",cellular_component
b0844,GO:0005737,"cytoplasm,",cellular_component
b0369,GO:0005829,"cytosol,",cellular_component
b0908,GO:0005829,"cytosol,",cellular_component
b4266,GO:0005737,"cytoplasm,",cellular_component
b3741,GO:0005829,"cytosol,",cellular_component
b3829,GO:0005576,extracellular region,cellular_component
b3829,GO:0005829,cytosol,cellular_component
b0296,GO:0005840,"ribosome,",cellular_component
b3984,GO:0005829,cytosol,cellular_component
b3984,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3985,GO:0005829,cytosol,cellular_component
b3985,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3983,GO:0005829,cytosol,cellular_component
b3983,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3231,GO:0005829,cytosol,cellular_component
b3231,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3310,GO:0005829,cytosol,cellular_component
b3310,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3301,GO:0022625,"cytosolic large ribosomal subunit,",cellular_component
b3313,GO:0022625,"cytosolic large ribosomal subunit,",cellular_component
b3294,GO:0005829,cytosol,cellular_component
b3294,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3304,GO:0005829,cytosol,cellular_component
b3304,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b2606,GO:0005829,cytosol,cellular_component
b2606,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3317,GO:0005829,cytosol,cellular_component
b3317,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b1716,GO:0005829,cytosol,cellular_component
b1716,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3186,GO:0005829,cytosol,cellular_component
b3186,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3315,GO:0005829,cytosol,cellular_component
b3315,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3318,GO:0022625,"cytosolic large ribosomal subunit,",cellular_component
b3309,GO:0005829,cytosol,cellular_component
b3309,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b2185,GO:0005829,cytosol,cellular_component
b2185,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3185,GO:0022625,"cytosolic large ribosomal subunit,",cellular_component
b3637,GO:0005829,cytosol,cellular_component
b3637,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3312,GO:0022625,"cytosolic large ribosomal subunit,",cellular_component
b3320,GO:0005829,cytosol,cellular_component
b3320,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3302,GO:0022625,"cytosolic large ribosomal subunit,",cellular_component
b3936,GO:0005829,cytosol,cellular_component
b3936,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b1089,GO:0005829,cytosol,cellular_component
b1089,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3636,GO:0005829,cytosol,cellular_component
b3636,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3703,GO:0005840,"ribosome,",cellular_component
b1717,GO:0022625,"cytosolic large ribosomal subunit,",cellular_component
b3299,GO:0022625,"cytosolic large ribosomal subunit,",cellular_component
b3319,GO:0005829,cytosol,cellular_component
b3319,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3308,GO:0005829,cytosol,cellular_component
b3308,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3305,GO:0005829,cytosol,cellular_component
b3305,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3986,GO:0005829,cytosol,cellular_component
b3986,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b4203,GO:0005829,cytosol,cellular_component
b4203,GO:0022625,cytosolic large ribosomal subunit,cellular_component
b3910,GO:0005829,"cytosol,",cellular_component
b2901,GO:0005829,"cytosol,",cellular_component
b3916,GO:0005737,cytoplasm,cellular_component
b3916,GO:0005829,cytosol,cellular_component
b3916,GO:0005945,6-phosphofructokinase complex,cellular_component
b1723,GO:0005829,"cytosol,",cellular_component
b1851,GO:0005829,"cytosol,",cellular_component
b2029,GO:0005829,"cytosol,",cellular_component
b0767,GO:0005829,"cytosol,",cellular_component
b0774,GO:0005737,"cytoplasm,",cellular_component
b3177,GO:0005737,cytoplasm,cellular_component
b3177,GO:0005829,cytosol,cellular_component
b1619,GO:0005829,"cytosol,",cellular_component
b2777,GO:0005829,"cytosol,",cellular_component
b2794,GO:0005829,"cytosol,",cellular_component
b4309,GO:0030288,outer membrane-bounded periplasmic space,cellular_component
b4309,GO:0042597,periplasmic space,cellular_component
b1918,GO:0005886,plasma membrane,cellular_component
b1918,GO:0016021,integral component of membrane,cellular_component
b3195,GO:0043190,"ATP-binding cassette (ABC) transporter complex,",cellular_component
b2346,GO:0005829,cytosol,cellular_component
b2346,GO:0009279,cell outer membrane,cellular_component
b3191,GO:0005829,cytosol,cellular_component
b3191,GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component
b3194,GO:0005886,plasma membrane,cellular_component
b3194,GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component
b3192,GO:0030288,outer membrane-bounded periplasmic space,cellular_component
b3192,GO:0042597,periplasmic space,cellular_component
b3192,GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component
b3352,GO:0005829,"cytosol,",cellular_component
b3619,GO:0005829,cytosol,cellular_component
b3619,GO:0016020,membrane,cellular_component
b3621,GO:0005829,"cytosol,",cellular_component
b3620,GO:0005829,"cytosol,",cellular_component
b3034,GO:0005829,"cytosol,",cellular_component
b1982,GO:0005829,"cytosol,",cellular_component
b2019,GO:0005829,"cytosol,",cellular_component
b3739,GO:0005886,plasma membrane,cellular_component
b3739,GO:0016021,integral component of membrane,cellular_component
b3739,GO:0045263,"proton-transporting ATP synthase complex, coupling factor F(o)",cellular_component
b0094,GO:0005829,cytosol,cellular_component
b0094,GO:0009898,cytoplasmic side of plasma membrane,cellular_component
b0094,GO:0032153,cell division site,cellular_component
b1452,GO:0030288,"outer membrane-bounded periplasmic space,",cellular_component
b1020,GO:0005737,"cytoplasm,",cellular_component
b3652,GO:0005829,cytosol,cellular_component
b3652,GO:0009379,Holliday junction helicase complex,cellular_component
b3822,GO:0005737,cytoplasm,cellular_component
b3822,GO:0017117,single-stranded DNA-dependent ATP-dependent DNA helicase complex,cellular_component
b3822,GO:0030894,replisome,cellular_component
b3822,GO:0043590,bacterial nucleoid,cellular_component
b1860,GO:0005829,cytosol,cellular_component
b1860,GO:0048476,Holliday junction resolvase complex,cellular_component
b3162,GO:0005829,"cytosol,",cellular_component
b3780,GO:0005829,"cytosol,",cellular_component
b0797,GO:0005829,"cytosol,",cellular_component
b2576,GO:0005829,"cytosol,",cellular_component
b1343,GO:0005737,"cytoplasm,",cellular_component
b4058,GO:0005829,cytosol,cellular_component
b4058,GO:0009380,excinuclease repair complex,cellular_component
b0882,GO:0005829,"cytosol,",cellular_component
b0438,GO:0005829,"cytosol,",cellular_component
b2496,GO:0005829,cytosol,cellular_component
b2496,GO:0005886,plasma membrane,cellular_component
b2496,GO:0016020,membrane,cellular_component
b0762,GO:0005886,plasma membrane,cellular_component
b0762,GO:0009279,cell outer membrane,cellular_component
b0762,GO:0016021,integral component of membrane,cellular_component
b3934,GO:0005829,"cytosol,",cellular_component
b3954,GO:0005829,"cytosol,",cellular_component
b3680,GO:0005829,"cytosol,",cellular_component
b0787,GO:0005886,plasma membrane,cellular_component
b0787,GO:0016021,integral component of membrane,cellular_component
b3042,GO:0005829,"cytosol,",cellular_component
b2512,GO:1990063,"Bam protein complex,",cellular_component
b2477,GO:0009986,cell surface,cellular_component
b2477,GO:1990063,Bam protein complex,cellular_component
b2595,GO:1990063,"Bam protein complex,",cellular_component
b0177,GO:0009279,cell outer membrane,cellular_component
b0177,GO:0016021,integral component of membrane,cellular_component
b0177,GO:1990063,Bam protein complex,cellular_component
b1433,GO:0005886,plasma membrane,cellular_component
b1433,GO:0016021,integral component of membrane,cellular_component
b0002,GO:0005829,"cytosol,",cellular_component
b3940,GO:0005829,"cytosol,",cellular_component
b3886,GO:0005886,plasma membrane,cellular_component
b3886,GO:0005887,integral component of plasma membrane,cellular_component
b4138,GO:0005886,plasma membrane,cellular_component
b4138,GO:0016021,integral component of membrane,cellular_component
b4123,GO:0005886,plasma membrane,cellular_component
b4123,GO:0016021,integral component of membrane,cellular_component
b1206,GO:0005886,plasma membrane,cellular_component
b1206,GO:0005887,integral component of plasma membrane,cellular_component
b3528,GO:0005886,plasma membrane,cellular_component
b3528,GO:0005887,integral component of plasma membrane,cellular_component
b3528,GO:0016021,integral component of membrane,cellular_component
b1758,GO:0005886,plasma membrane,cellular_component
b1758,GO:0016021,integral component of membrane,cellular_component
b3918,GO:0005886,plasma membrane,cellular_component
b3918,GO:0016021,integral component of membrane,cellular_component
b0175,GO:0005886,plasma membrane,cellular_component
b0175,GO:0016021,integral component of membrane,cellular_component
b2689,GO:0005886,plasma membrane,cellular_component
b2689,GO:0016021,integral component of membrane,cellular_component
b2000,GO:0005576,extracellular region,cellular_component
b2000,GO:0009279,cell outer membrane,cellular_component
b2000,GO:0009986,cell surface,cellular_component
b2000,GO:0016021,integral component of membrane,cellular_component
b2000,GO:0042597,periplasmic space,cellular_component
b2004,GO:0005737,"cytoplasm,",cellular_component
b2001,GO:0005886,plasma membrane,cellular_component
b2001,GO:0016021,integral component of membrane,cellular_component
b2632,GO:0005829,"cytosol,",cellular_component
b2624,GO:0019038,"provirus,",cellular_component
b2622,GO:0019038,"provirus,",cellular_component
b2634,GO:0005622,"intracellular,",cellular_component
b2642,GO:0005886,plasma membrane,cellular_component
b2642,GO:0016021,integral component of membrane,cellular_component
b2625,GO:0005829,"cytosol,",cellular_component
b2636,GO:0005886,"plasma membrane,",cellular_component
b0261,GO:0005829,"cytosol,",cellular_component
b0269,GO:0005829,"cytosol,",cellular_component
b0267,GO:0005829,"cytosol,",cellular_component
b0272,GO:0032993,"protein-DNA complex,",cellular_component
b0253,GO:0005737,"cytoplasm,",cellular_component
b0260,GO:0005886,plasma membrane,cellular_component
b0260,GO:0005887,integral component of plasma membrane,cellular_component
b0262,GO:0043190,"ATP-binding cassette (ABC) transporter complex,",cellular_component
b0270,GO:0005886,plasma membrane,cellular_component
b0270,GO:0016021,integral component of membrane,cellular_component
b2351,GO:0005886,plasma membrane,cellular_component
b2351,GO:0016021,integral component of membrane,cellular_component
b2350,GO:0005886,plasma membrane,cellular_component
b2350,GO:0016021,integral component of membrane,cellular_component
b2450,GO:0005829,"cytosol,",cellular_component
b2760,GO:0043234,"protein complex,",cellular_component
b2759,GO:0043234,"protein complex,",cellular_component
b2758,GO:0043234,"protein complex,",cellular_component
b2757,GO:0043234,"protein complex,",cellular_component
b2756,GO:0043234,"protein complex,",cellular_component
b2780,GO:0005829,"cytosol,",cellular_component
b3228,GO:0005829,cytosol,cellular_component
b3228,GO:0005840,ribosome,cellular_component
b0913,GO:0005886,plasma membrane,cellular_component
b0913,GO:0016021,integral component of membrane,cellular_component
b1841,GO:0030288,"outer membrane-bounded periplasmic space,",cellular_component
b4142,GO:0005829,cytosol,cellular_component
